date,equity,cash,position_value
2025-07-11 04:00:00,463369.6577989089,516902.2611290471,53532.60333013821
2025-07-14 04:00:00,463592.7692316205,516902.2611290471,53309.4918974266
2025-07-15 04:00:00,468516.1771549733,516902.2611290471,48386.08397407376
2025-07-16 04:00:00,465994.89736703254,516902.2611290471,50907.36376201454
2025-07-17 04:00:00,460440.34013836,516902.2611290471,56461.920990687075
2025-07-18 04:00:00,461973.98719793215,516902.2611290471,54928.27393111491
2025-07-21 04:00:00,462255.92678611027,516902.2611290471,54646.334342936825
2025-07-22 04:00:00,462891.98291329923,516902.2611290471,54010.27821574786
2025-07-23 04:00:00,453988.40819697094,516902.2611290471,62913.852932076166
2025-07-24 04:00:00,454392.8223561523,516902.2611290471,62509.438772894784
2025-07-25 04:00:00,449975.65243464615,516902.2611290471,66926.60869440096
2025-07-28 04:00:00,452775.01001067203,516902.2611290471,64127.251118375054
2025-07-29 04:00:00,456956.96683244366,516902.2611290471,59945.29429660344
2025-07-30 04:00:00,459388.45406295825,516902.2611290471,57513.80706608882
2025-07-31 04:00:00,464794.0272470166,516902.2611290471,52108.23388203045
2025-08-01 04:00:00,482918.59178827313,516902.2611290471,33983.66934077393
2025-08-04 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-05 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-06 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-07 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-08 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-11 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-12 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-13 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-14 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-15 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-18 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-19 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-20 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-21 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-22 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-25 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-26 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-27 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-28 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-08-29 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-02 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-03 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-04 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-05 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-08 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-09 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-10 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-11 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-12 04:00:00,524860.7248300317,524860.7248300317,0.0
2025-09-15 04:00:00,524858.1058300318,579939.4406400471,55081.33481001531
2025-09-16 04:00:00,526297.4962899943,579939.4406400471,53641.944350052734
2025-09-17 04:00:00,528148.364894447,579939.4406400471,51791.07574560007
2025-09-18 04:00:00,524266.9538954825,579939.4406400471,55672.48674456453
2025-09-19 04:00:00,522740.69437973533,579939.4406400471,57198.74626031174
2025-09-22 04:00:00,519839.2793532397,579939.4406400471,60100.161286807415
2025-09-23 04:00:00,526278.3991036527,579939.4406400471,53661.0415363944
2025-09-24 04:00:00,530173.2895356098,579939.4406400471,49766.151104437275
2025-09-25 04:00:00,535284.2406198995,579939.4406400471,44655.200020147546
2025-09-26 04:00:00,530557.1695526922,579939.4406400471,49382.27108735484
2025-09-29 04:00:00,529985.1307359899,579939.4406400471,49954.30990405717
2025-09-30 04:00:00,526806.9573388739,579939.4406400471,53132.483301173146
2025-10-01 04:00:00,523849.17263890686,579939.4406400471,56090.268001140226
2025-10-02 04:00:00,523335.77713763854,579939.4406400471,56603.66350240852
2025-10-03 04:00:00,524151.91453827795,579939.4406400471,55787.52610176914
2025-10-06 04:00:00,522421.7684450327,579939.4406400471,57517.67219501435
2025-10-07 04:00:00,527633.0814418466,579939.4406400471,52306.35919820055
2025-10-08 04:00:00,521387.1729653566,579939.4406400471,58552.26767469047
2025-10-09 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-10 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-13 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-14 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-15 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-16 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-17 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-20 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-21 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-22 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-23 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-24 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-27 04:00:00,580331.6751322729,580331.6751322729,0.0
2025-10-28 04:00:00,580329.1531322729,636971.1747490314,56642.02161675853
2025-10-29 04:00:00,579932.8324525508,636971.1747490314,57038.34229648063
2025-10-30 04:00:00,590997.4121372221,636971.1747490314,45973.76261180929
2025-10-31 04:00:00,588722.8045662435,636971.1747490314,48248.37018278788
2025-11-03 05:00:00,589719.6366128604,636971.1747490314,47251.53813617103
2025-11-04 05:00:00,600648.9754263572,636971.1747490314,36322.19932267423
2025-11-05 05:00:00,598549.139523682,636971.1747490314,38422.03522534952
2025-11-06 05:00:00,607428.2912574089,636971.1747490314,29542.88349162253
2025-11-07 05:00:00,607414.9678903472,636971.1747490314,29556.206858684152
2025-11-10 05:00:00,597329.61490789,636971.1747490314,39641.55984114146
2025-11-11 05:00:00,596039.6577301249,636971.1747490314,40931.517018906496
2025-11-12 05:00:00,596308.6786658728,636971.1747490314,40662.496083158614
2025-11-13 05:00:00,610551.7344485146,636971.1747490314,26419.440300516828
2025-11-14 05:00:00,611408.6946962423,636971.1747490314,25562.48005278905
2025-11-17 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-11-18 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-11-19 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-11-20 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-11-21 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-11-24 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-11-25 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-11-26 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-11-28 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-01 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-02 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-03 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-04 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-05 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-08 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-09 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-10 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-11 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-12 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-15 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-16 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-17 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-18 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-19 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-22 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-23 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-24 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-26 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-29 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-30 05:00:00,675838.7067019013,675838.7067019013,0.0
2025-12-31 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-02 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-05 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-06 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-07 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-08 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-09 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-12 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-13 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-14 05:00:00,675838.7067019013,675838.7067019013,0.0
2026-01-15 05:00:00,675838.7067019013,675838.7067019013,0.0
