entry_date,exit_date,type,strike,contracts,entry_price,exit_price,pnl,pnl_pct,reason
2025-02-06 05:00:00,2025-02-07 05:00:00,call,560,1,52.86984681625107,46.918133739293395,-595.2683076957665,-11.258920204781043,SIGNAL_EXIT
2025-02-13 05:00:00,2025-02-21 05:00:00,call,560,1,55.91956199413815,45.14775671535646,-1077.2775278781692,-19.264436325303457,SIGNAL_EXIT
2025-02-24 05:00:00,2025-02-28 05:00:00,put,645,1,48.93067053858207,50.25720320152202,132.55626629399467,2.7090092389090343,SIGNAL_EXIT
2025-03-03 05:00:00,2025-03-19 04:00:00,put,630,1,47.422880039946875,60.62535412950915,1320.1504089562277,27.837267700623546,SIGNAL_EXIT
2025-03-21 04:00:00,2025-03-24 04:00:00,put,610,1,46.95751571832083,37.892833869355925,-906.5651848964899,-19.305673320355687,SIGNAL_EXIT
2025-03-28 04:00:00,2025-04-01 04:00:00,put,600,1,45.42130063065601,40.05065650359599,-537.1614127060025,-11.82594804812479,SIGNAL_EXIT
2025-04-03 04:00:00,2025-04-09 04:00:00,put,580,1,44.26928774901116,33.710136098481506,-1056.0121650529654,-23.853761390773762,SIGNAL_EXIT
2025-04-10 04:00:00,2025-04-11 04:00:00,put,565,1,41.6775235267759,33.60462463403276,-807.386889274314,-19.371786764692366,SIGNAL_EXIT
2025-04-21 04:00:00,2025-04-22 04:00:00,put,555,1,42.101790716762075,31.0185330349304,-1108.4227681831667,-26.326605412881595,SIGNAL_EXIT
2025-05-01 04:00:00,2025-05-06 04:00:00,call,515,1,49.3967713168677,48.07374952900127,-132.39917878664255,-2.680267867661241,SIGNAL_EXIT
2025-05-07 04:00:00,2025-05-23 04:00:00,call,515,1,51.80157026031532,65.82204463871332,1401.9504378398005,27.063353086447016,SIGNAL_EXIT
2025-05-27 04:00:00,2025-06-13 04:00:00,call,545,1,52.40598397413836,54.49280343543703,208.5849461298676,3.980100546061111,SIGNAL_EXIT
2025-06-16 04:00:00,2025-06-17 04:00:00,call,555,1,53.97786612616286,48.305529322689374,-567.3306803473488,-10.510242922269507,SIGNAL_EXIT
2025-06-23 04:00:00,2025-08-01 04:00:00,call,550,1,56.10366662555931,71.78091336300919,1567.627673744988,27.941142979096163,SIGNAL_CHANGE
2025-08-01 04:00:00,2025-08-04 04:00:00,put,670,1,49.70746810557233,41.15016410077537,-855.8274004796958,-17.216944106392216,SIGNAL_EXIT
2025-08-08 04:00:00,2025-08-20 04:00:00,call,585,1,58.62333532851646,56.64680702176804,-197.7498306748421,-3.3731714101634087,SIGNAL_EXIT
2025-08-22 04:00:00,2025-09-02 04:00:00,call,595,1,57.14793901787137,49.93949877380426,-720.9410244067112,-12.615131886091849,SIGNAL_EXIT
2025-09-04 04:00:00,2025-09-25 04:00:00,call,595,1,60.57323140611199,64.94965974922775,437.5458343115761,7.223303389145917,SIGNAL_EXIT
2025-09-26 04:00:00,2025-10-10 04:00:00,call,610,1,58.804218754759965,47.749140760611,-1105.6047994148967,-18.801143620602765,SIGNAL_CHANGE
2025-10-10 04:00:00,2025-10-13 04:00:00,put,705,1,53.27146626169603,44.131933258733746,-914.0503002962278,-17.158034519128023,SIGNAL_EXIT
2025-10-20 04:00:00,2025-10-22 04:00:00,call,620,1,58.54967906718508,54.048630589811566,-450.2018477373513,-7.689100888032145,SIGNAL_EXIT
2025-10-23 04:00:00,2025-11-04 05:00:00,call,620,1,58.95814193813245,58.93795721554815,-2.1154722584296906,-0.03588032772015831,SIGNAL_EXIT
2025-11-11 05:00:00,2025-11-13 05:00:00,call,630,1,60.26954096853538,49.406657723522294,-1086.3853245013088,-18.025155371064688,SIGNAL_EXIT
2025-11-17 05:00:00,2025-11-24 05:00:00,put,720,1,55.43466425223245,51.40019665118232,-403.54376010501255,-7.2795010925443036,SIGNAL_EXIT
2025-11-26 05:00:00,2025-12-01 05:00:00,call,625,1,61.670229841934685,60.22054227005494,-145.06575718797467,-2.3522447683810754,SIGNAL_EXIT
2025-12-02 05:00:00,2025-12-12 05:00:00,call,625,1,63.33864943859788,60.82544746999661,-251.41719686012766,-3.969351238427541,SIGNAL_EXIT
2025-12-17 05:00:00,2025-12-18 05:00:00,put,725,1,54.90263793807749,49.70582935300908,-519.7778585068409,-9.467098393480214,SIGNAL_EXIT
2025-12-23 05:00:00,2025-12-30 05:00:00,call,635,1,60.33810264822879,57.19765310575823,-314.14195424705576,-5.206277465987492,SIGNAL_EXIT
2026-01-06 05:00:00,2026-01-07 05:00:00,call,635,1,63.78748683514037,60.4041576963215,-338.42991388188693,-5.305504015507859,SIGNAL_EXIT
2026-01-09 05:00:00,2026-01-14 05:00:00,call,640,1,61.42997565572077,56.172637198348,-525.8308457372759,-8.559706189193392,SIGNAL_EXIT
